"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"25450","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25451","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25452","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25453","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25454","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25455","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25456","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25457","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25458","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25459","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25460","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25461","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25462","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25463","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25464","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25465","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25466","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25467","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25468","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25469","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25470","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25471","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25472","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25473","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25474","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25475","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25476","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25477","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25478","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25479","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25480","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25481","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25482","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25483","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25484","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25485","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25486","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25487","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25488","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25489","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25490","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25491","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25492","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25493","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25494","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25495","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25496","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25497","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25498","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25499","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25500","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25501","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25502","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25503","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25504","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25505","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25506","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25507","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25508","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25509","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25510","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25511","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25512","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25513","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25514","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25515","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25516","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25517","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25518","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25519","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25520","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25521","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25522","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25523","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25524","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25525","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25526","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25527","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25528","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25529","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25530","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25531","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25532","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25533","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25534","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25535","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25536","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25537","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25538","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25539","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25540","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25541","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25542","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25543","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25544","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25545","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25546","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25547","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25548","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25549","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25550","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25551","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25552","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25553","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25554","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25555","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25556","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25557","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25558","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25559","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25560","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25561","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25562","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25563","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25564","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25565","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25566","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25567","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25568","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25569","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25570","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25571","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25572","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25573","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25574","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25575","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25576","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25577","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25578","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25579","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25580","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25581","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25582","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25583","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25584","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25585","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25586","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25587","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25588","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25589","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25590","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25591","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25592","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25593","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25594","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25595","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25596","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25597","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25598","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25599","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25600","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25601","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25602","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25603","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25604","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25605","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25606","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25607","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25608","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25609","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25610","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25611","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25612","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25613","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25614","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25615","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25616","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25617","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25618","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25619","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25620","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25621","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25622","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25623","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25624","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25625","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25626","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25627","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25628","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25629","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25630","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25631","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25632","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25633","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25634","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25635","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25636","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25637","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25638","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25639","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25640","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25641","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25642","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25643","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25644","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25645","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25646","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25647","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25648","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25649","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25650","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25651","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25652","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25653","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25654","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25655","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25656","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25657","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25658","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25659","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25660","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25661","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25662","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25663","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25664","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25665","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25666","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25667","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25668","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25669","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25670","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25671","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25672","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25673","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25674","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25675","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25676","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25677","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25678","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25679","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25680","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25681","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25682","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25683","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25684","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25685","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25686","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25687","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25688","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25689","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25690","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25691","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25692","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25693","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25694","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25695","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25696","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25697","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25698","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25699","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25700","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25701","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25702","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25703","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25704","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25705","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25706","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25707","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25708","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25709","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25710","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25711","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25712","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25713","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25714","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25715","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25716","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25717","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25718","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25719","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25720","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25721","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25722","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25723","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25724","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25725","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25726","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25727","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25728","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25729","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25730","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25731","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25732","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25733","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25734","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25735","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25736","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25737","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25738","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25739","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25740","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25741","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25742","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25743","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25744","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25745","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25746","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25747","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25748","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25749","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25750","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25751","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25752","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25753","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25754","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25755","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25756","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25757","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25758","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25759","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25760","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25761","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25762","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25763","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25764","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25765","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25766","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25767","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25768","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25769","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25770","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25771","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25772","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25773","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25774","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25775","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25776","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25777","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25778","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25779","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25780","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25781","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25782","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25783","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25784","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25785","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25786","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25787","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25788","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25789","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25790","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25791","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25792","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25793","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25794","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25795","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25796","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25797","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25798","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25799","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25800","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25801","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25802","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25803","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25804","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25805","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25806","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25807","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25808","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25809","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25810","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25811","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25812","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25813","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25814","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25815","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25816","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25817","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25818","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25819","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25820","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25821","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25822","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25823","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25824","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25825","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25826","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25827","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25828","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25829","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25830","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25831","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25832","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25833","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25834","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25835","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25836","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25837","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25838","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25839","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25840","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25841","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25842","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25843","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25844","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25845","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25846","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25847","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25848","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25849","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25850","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25851","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25852","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25853","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25854","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25855","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25856","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25857","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"25858","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
